No.,Reach Label,x(km),cond (umhos),ISS (mgD/L),DO(mgO2/L),CBODs (mgO2/L),CBODf (mgO2/L),No(ugN/L),NH4(ugN/L),NO3(ugN/L),Po (ugP/L),Inorg P (ugP/L),Phyto (ugA/L),INp(ugN/L),IPp (ugP/L),Detritus (mgD/L),Pathogen,Alk,i,ii,iii,pH,(mgA/m2),(ugN/mgA),(ugP/mgA),TOC,TN,TP,TKN,(mgD/L),CBODu,NH3,DO sat,pHsat
0,,105.93,1131.08,18.34,6.7,0,15.17,1697.79,665.14,5173,9.45,1.82,39.71,25.6,1.48,2.72,0,185.91,268.77,0,0,7.74,102.83,12.85,0.16,8.32,7561.53,12.75,2388.53,25.03,22.38,26.12,7.7,8.69
0,,105.68,1131.08,18.3,6.68,0,15.06,1701.38,660.94,5042.83,9.5,1.75,40.39,25.44,1.47,2.75,0,185.9,268.77,0,0,7.74,99.46,12.81,0.16,8.31,7430.59,12.72,2387.76,25.09,22.36,26.57,7.7,8.69
0,,105.43,1131.08,18.27,6.67,0,14.94,1704.83,656.86,4915.4,9.54,1.69,41.1,25.29,1.46,2.78,0,185.89,268.77,0,0,7.75,95.95,12.77,0.16,8.31,7302.37,12.69,2386.98,25.15,22.35,27.13,7.69,8.69
0,,105.18,1131.08,18.23,6.67,0,14.83,1708.12,652.9,4790.68,9.58,1.63,41.84,25.14,1.45,2.8,0,185.87,268.77,0,0,7.75,92.06,12.72,0.15,8.31,7176.85,12.67,2386.17,25.22,22.35,27.79,7.69,8.69
0,,104.93,1131.08,18.2,6.66,0,14.72,1711.26,649.08,4668.67,9.62,1.58,42.62,24.99,1.45,2.83,0,185.86,268.77,0,0,7.75,88.08,12.67,0.15,8.31,7054,12.64,2385.33,25.29,22.34,28.56,7.68,8.69
0,,104.68,1131.08,18.17,6.66,0,14.61,1714.26,645.4,4549.33,9.66,1.53,43.42,24.83,1.44,2.85,0,185.85,268.77,0,0,7.75,84.4,12.64,0.15,8.31,6933.82,12.62,2384.49,25.36,22.34,29.46,7.68,8.69
0,,104.43,1131.08,18.13,6.67,0,14.5,1717.09,641.85,4432.65,9.69,1.48,44.26,24.68,1.43,2.87,0,185.84,268.77,0,0,7.76,80.29,12.6,0.14,8.31,6816.28,12.6,2383.63,25.43,22.35,30.47,7.67,8.69
0,,104.18,1131.08,18.1,6.67,0,14.39,1719.77,638.44,4318.6,9.72,1.43,45.12,24.53,1.42,2.89,0,185.82,268.77,0,0,7.76,76.42,12.56,0.14,8.31,6701.35,12.58,2382.75,25.51,22.36,31.6,7.67,8.69
0,,103.94,1131.08,18.07,6.69,0,14.28,1722.28,635.18,4207.16,9.75,1.39,46.02,24.38,1.41,2.91,0,185.81,268.77,0,0,7.77,72.05,12.51,0.14,8.32,6589,12.55,2381.83,25.58,22.37,32.87,7.67,8.69
0,,103.69,1131.08,18.03,6.7,0,14.18,1724.62,632.05,4098.31,9.78,1.35,46.95,24.23,1.4,2.93,0,185.8,268.77,0,0,7.77,68.03,12.47,0.14,8.32,6479.21,12.53,2380.9,25.66,22.39,34.26,7.66,8.69
0,,103.44,1131.08,18,6.72,0,14.08,1726.81,629.06,3992,9.8,1.32,47.92,24.08,1.39,2.95,0,185.79,268.77,0,0,7.78,64.27,12.45,0.13,8.33,6371.96,12.51,2379.95,25.74,22.41,35.77,7.66,8.69
0,,103.19,1131.08,17.97,6.75,0,13.98,1728.83,626.22,3888.22,9.83,1.28,48.92,23.93,1.38,2.97,0,185.78,268.77,0,0,7.79,59.91,12.4,0.13,8.34,6267.19,12.49,2378.97,25.83,22.43,37.41,7.66,8.69
0,,102.94,1131.08,17.93,6.77,0,13.88,1730.7,623.5,3786.93,9.85,1.25,49.95,23.78,1.38,2.98,0,185.77,268.77,0,0,7.79,56.26,12.37,0.13,8.35,6164.91,12.47,2377.97,25.91,22.46,39.16,7.65,8.69
0,,102.69,1131.08,17.9,6.81,0,13.78,1732.4,620.92,3688.1,9.87,1.22,51.01,23.63,1.37,3,0,185.77,268.77,0,0,7.8,52.16,12.33,0.13,8.36,6065.04,12.46,2376.94,26,22.5,41.01,7.65,8.69
0,,102.44,1131.08,17.88,6.87,0,13.71,1733.2,619.16,3617.17,9.88,1.21,52.16,23.46,1.36,3.01,0,185.76,268.77,0,0,7.81,42.74,12.28,0.13,8.39,5992.98,12.44,2375.81,26.1,22.56,43.21,7.65,8.69
0,,102.21,1131.08,17.85,6.93,0,13.64,1733.97,617.43,3547.52,9.89,1.2,53.34,23.28,1.35,3.01,0,185.75,268.77,0,0,7.82,41.93,12.3,0.13,8.41,5922.21,12.43,2374.69,26.2,22.62,45.5,7.64,8.69
0,,101.97,1131.11,17.83,7,0,13.57,1735.41,615.81,3480.2,9.89,1.18,54.54,23.11,1.34,3.02,0,185.74,268.75,0,0,7.83,39.13,12.24,0.12,8.44,5854.53,12.41,2374.33,26.3,22.69,47.84,7.64,8.69
0,,101.73,1131.11,17.8,7.07,0,13.51,1736.04,614.18,3413.07,9.9,1.17,55.76,22.94,1.33,3.03,0,185.73,268.75,0,0,7.84,37.16,12.22,0.12,8.46,5786.23,12.4,2373.16,26.41,22.76,50.21,7.64,8.69
0,,101.49,1131.11,17.78,7.14,0,13.44,1736.63,612.58,3347.18,9.91,1.16,57,22.77,1.32,3.04,0,185.73,268.75,0,0,7.85,35.91,12.22,0.12,8.49,5719.17,12.39,2371.99,26.52,22.84,52.6,7.64,8.69
0,,101.26,1131.11,17.76,7.22,0,13.38,1737.2,611.01,3282.52,9.91,1.15,58.26,22.61,1.31,3.04,0,185.72,268.75,0,0,7.86,34.94,12.22,0.12,8.52,5653.33,12.38,2370.81,26.63,22.92,55,7.64,8.69
0,,101.02,1131.11,17.73,7.3,0,13.31,1737.72,609.47,3219.07,9.92,1.14,59.53,22.44,1.3,3.05,0,185.71,268.75,0,0,7.86,33.65,12.22,0.12,8.55,5588.7,12.36,2369.64,26.74,23,57.38,7.63,8.69
0,,100.78,1131.11,17.71,7.39,0,13.25,1738.19,607.99,3156.81,9.93,1.13,60.82,22.27,1.29,3.06,0,185.71,268.75,0,0,7.87,31.74,12.19,0.12,8.58,5525.27,12.35,2368.46,26.85,23.09,59.74,7.63,8.69
0,,100.54,1131.11,17.68,7.48,0,13.2,1738.6,606.57,3095.77,9.93,1.13,62.12,22.11,1.28,3.06,0,185.7,268.75,0,0,7.88,29.85,12.15,0.12,8.62,5463.06,12.34,2367.29,26.96,23.18,62.06,7.63,8.69
0,,100.3,1129.9,17.51,7.54,0,12.98,1726.85,597.79,2924.84,9.8,1.21,64.11,20.5,1.17,3.03,0,186.9,267.66,0,0,7.89,2.68,12.08,0.12,8.61,5269.97,12.19,2345.13,26.95,23.15,55.08,7.62,8.7
0,,100.06,1129.9,17.44,7.51,0,12.79,1722.16,593.73,2785.47,9.77,1.29,65.94,19.01,1.09,3.03,0,186.87,267.66,0,0,7.88,3.6,12.13,0.13,8.61,5120.37,12.14,2334.9,27.07,23.15,47.04,7.6,8.7
0,,99.82,1129.9,17.38,7.46,0,12.59,1717.53,589.63,2653.37,9.73,1.36,67.63,17.64,1.01,3.03,0,186.83,267.66,0,0,7.86,4.18,12.23,0.13,8.6,4978.17,12.1,2324.8,27.18,23.13,38.57,7.59,8.7
0,,99.58,1129.9,17.32,7.44,0,12.38,1712.88,585.53,2528.03,9.69,1.43,69.59,16.37,0.94,3.04,0,186.78,267.66,0,0,7.84,4.16,12.25,0.14,8.6,4842.81,12.06,2314.78,27.31,23.14,31.87,7.57,8.7
0,,99.34,1129.9,17.26,7.47,0,12.18,1708.21,581.43,2408.91,9.65,1.49,72.01,15.18,0.87,3.04,0,186.74,267.66,0,0,7.82,3.9,12.26,0.14,8.62,4713.73,12.01,2304.82,27.5,23.2,28.09,7.56,8.7
0,,99.1,1129.9,17.2,7.56,0,11.98,1703.49,577.31,2295.54,9.61,1.54,74.89,14.08,0.81,3.05,0,186.7,267.66,0,0,7.83,3.55,12.23,0.14,8.67,4590.43,11.96,2294.89,27.74,23.32,27.12,7.56,8.7
0,,98.85,1129.9,17.14,7.7,0,11.79,1698.73,573.15,2187.57,9.57,1.6,78.1,13.06,0.75,3.07,0,186.65,267.66,0,0,7.85,3.27,12.18,0.15,8.73,4472.51,11.91,2284.94,28.01,23.49,28.52,7.55,8.7
0,,98.61,1129.9,17.07,7.88,0,11.61,1693.93,568.92,2084.7,9.52,1.64,81.44,12.11,0.69,3.09,0,186.61,267.66,0,0,7.88,3.12,12.14,0.15,8.81,4359.66,11.86,2274.96,28.31,23.7,31.58,7.55,8.7
0,,98.37,1129.9,17.01,8.07,0,11.45,1689.11,564.6,1986.71,9.48,1.68,84.75,11.22,0.64,3.12,0,186.57,267.66,0,0,7.91,3.07,12.1,0.15,8.89,4251.63,11.8,2264.93,28.61,23.92,35.15,7.54,8.7
0,,98.13,1129.9,16.95,8.26,0,11.29,1684.26,560.19,1893.38,9.43,1.72,87.94,10.4,0.6,3.15,0,186.52,267.66,0,0,7.94,3.04,12.06,0.15,8.97,4148.23,11.75,2254.85,28.9,24.14,38.25,7.54,8.7
0,St Charles im,97.88,1130.01,16.89,8.25,0,11.22,1677.35,556.65,1866.6,9.38,1.73,87.6,10.37,0.58,3.14,0,187.03,267.11,0,0,7.94,0.9,12.06,0.15,8.93,4110.97,11.68,2244.36,28.8,24.03,37.89,7.54,8.7
0,St Charles im,97.62,1130.01,16.88,8.22,0,11.18,1676.02,555.58,1847.44,9.36,1.74,87.65,10.15,0.57,3.15,0,187.02,267.11,0,0,7.93,0.94,12.05,0.15,8.92,4089.2,11.67,2241.76,28.8,24.01,37.57,7.54,8.7
0,St Charles im,97.35,1130.01,16.87,8.19,0,11.15,1674.7,554.51,1828.49,9.35,1.75,87.69,9.95,0.56,3.16,0,187.01,267.11,0,0,7.93,0.97,12.04,0.15,8.92,4067.65,11.66,2239.16,28.8,23.99,37.14,7.54,8.7
0,St Charles im,97.09,1130.01,16.86,8.16,0,11.12,1673.38,553.44,1809.76,9.34,1.76,87.71,9.74,0.55,3.17,0,187,267.11,0,0,7.93,1,12.04,0.16,8.91,4046.32,11.65,2236.56,28.79,23.97,36.63,7.54,8.7
0,St Charles im,96.83,1130.01,16.84,8.13,0,11.09,1672.05,552.38,1791.23,9.33,1.78,87.72,9.54,0.53,3.18,0,186.98,267.11,0,0,7.92,1.03,12.03,0.16,8.9,4025.2,11.64,2233.97,28.79,23.94,36.02,7.54,8.7
0,St Charles im,96.57,1130.01,16.83,8.1,0,11.05,1670.73,551.31,1772.91,9.31,1.79,87.72,9.35,0.52,3.18,0,186.97,267.11,0,0,7.92,1.05,12.03,0.16,8.89,4004.3,11.62,2231.39,28.79,23.92,35.35,7.54,8.7
0,St. Charles dam,96.36,1130.01,16.79,7.9,0,10.97,1666.01,547.81,1726.22,9.27,1.83,86.78,8.7,0.49,3.21,0,186.93,267.11,0,0,7.89,0.18,12.01,0.16,8.83,3948.74,11.59,2222.52,28.68,23.76,31.72,7.54,8.7
0,,96.16,1130.01,16.77,7.76,0,10.9,1666.25,545.81,1690.15,9.27,1.81,87.82,8.57,0.48,3.22,0,186.92,267.11,0,0,8.06,37.4,11.99,0.16,8.86,3910.79,11.56,2220.64,28.77,23.82,43.38,7.54,8.7
0,,95.9,1130.01,16.75,7.82,0,10.84,1666.47,543.84,1654.85,9.28,1.79,88.9,8.45,0.47,3.24,0,186.91,267.11,0,0,8.07,36.59,11.98,0.16,8.88,3873.61,11.54,2218.75,28.87,23.89,43.87,7.54,8.7
0,,95.64,1130.01,16.72,7.9,0,10.79,1666.65,541.88,1620.3,9.28,1.77,90.02,8.33,0.47,3.25,0,186.9,267.11,0,0,8.08,35.77,11.97,0.16,8.91,3837.16,11.52,2216.86,28.97,23.97,44.67,7.54,8.7
0,,95.39,1130.01,16.7,7.98,0,10.73,1666.81,539.94,1586.48,9.29,1.75,91.18,8.21,0.46,3.27,0,186.89,267.11,0,0,8.09,34.88,11.95,0.15,8.94,3801.44,11.5,2214.96,29.08,24.05,45.78,7.54,8.7
0,,95.13,1130.01,16.67,8.06,0,10.67,1666.93,538.03,1553.37,9.29,1.73,92.39,8.09,0.45,3.28,0,186.88,267.11,0,0,8.1,33.97,11.94,0.15,8.98,3766.42,11.48,2213.04,29.19,24.15,47.22,7.54,8.7
0,,94.87,1148.64,16.41,8.03,0,11.46,1655.81,569.45,2563.28,8.83,1.63,88.89,7.57,0.42,3.13,0,182.5,282.04,0,0,8.11,33.29,12.33,0.15,9.07,4796.11,10.88,2232.83,28.43,24.39,50.21,7.59,8.69
0,,94.61,1148.64,16.39,8.1,0,11.4,1655.9,567.55,2511.88,8.83,1.61,90.08,7.47,0.42,3.15,0,182.48,282.04,0,0,8.12,32.36,12.32,0.15,9.1,4742.81,10.86,2230.92,28.54,24.47,51.95,7.59,8.69
0,Geneva impoun,94.35,1148.64,16.38,8.09,0,11.36,1654.69,566.45,2485.27,8.82,1.62,90.25,7.32,0.41,3.15,0,182.47,282.04,0,0,8.12,1.19,12.31,0.15,9.1,4713.72,10.85,2228.46,28.56,24.47,52.02,7.59,8.69
0,Geneva impoun,94.1,1148.64,16.36,8.07,0,11.33,1653.47,565.34,2458.95,8.81,1.62,90.42,7.19,0.4,3.16,0,182.46,282.04,0,0,8.11,1.19,12.31,0.15,9.09,4684.94,10.84,2226,28.57,24.46,52.05,7.59,8.69
0,Geneva impoun,93.84,1148.64,16.35,8.05,0,11.29,1652.26,564.23,2432.92,8.8,1.63,90.58,7.05,0.4,3.17,0,182.45,282.04,0,0,8.11,1.19,12.31,0.15,9.09,4656.46,10.82,2223.54,28.58,24.45,52.03,7.59,8.69
0,Geneva impoun,93.58,1148.64,16.34,8.04,0,11.26,1651.04,563.13,2407.2,8.79,1.64,90.72,6.91,0.39,3.18,0,182.44,282.04,0,0,8.11,1.19,12.3,0.15,9.09,4628.28,10.81,2221.09,28.59,24.44,51.96,7.59,8.69
0,Geneva impoun,93.32,1148.64,16.33,8.02,0,11.22,1649.83,562.03,2381.76,8.77,1.65,90.86,6.78,0.38,3.19,0,182.43,282.04,0,0,8.11,1.19,12.3,0.15,9.08,4600.4,10.8,2218.64,28.6,24.43,51.82,7.59,8.69
0,Geneva dam,93.11,1148.64,16.28,7.59,0,11.09,1641.67,555.58,2294.1,8.69,1.72,88.25,6.01,0.34,3.23,0,182.36,282.04,0,0,8.05,0.02,12.28,0.15,8.94,4497.36,10.75,2203.26,28.34,24.06,43.88,7.59,8.69
0,,92.91,1148.64,16.26,7.63,0,11.04,1642.84,553.68,2256.84,8.71,1.69,88.94,5.97,0.33,3.25,0,182.35,282.04,0,0,8.18,63.52,12.27,0.15,8.96,4459.33,10.74,2202.49,28.4,24.1,55.63,7.59,8.69
0,,92.67,1148.64,16.24,7.67,0,10.99,1643.98,551.8,2220.2,8.73,1.66,89.64,5.94,0.33,3.26,0,182.35,282.04,0,0,8.18,62.5,12.26,0.15,8.98,4421.93,10.72,2201.72,28.47,24.15,56.11,7.59,8.69
0,,92.42,1148.64,16.22,7.72,0,10.94,1645.1,549.94,2184.17,8.74,1.63,90.37,5.9,0.33,3.28,0,182.34,282.04,0,0,8.19,61.45,12.26,0.15,8.99,4385.12,10.71,2200.95,28.54,24.19,56.73,7.59,8.69
0,,92.18,1148.64,16.2,7.76,0,10.9,1646.19,548.11,2148.74,8.75,1.61,91.11,5.87,0.33,3.29,0,182.33,282.04,0,0,8.2,60.42,12.25,0.15,9.01,4348.91,10.69,2200.17,28.61,24.24,57.47,7.59,8.69
0,,91.94,1167.29,16.65,7.73,0,13.19,1613.92,596.93,2362.64,8.3,1.5,86.98,5.53,0.31,3.13,0,177.95,276.62,0,0,8.19,57.17,12.45,0.15,9.63,4579.02,10.11,2216.38,28.48,25.91,61.21,7.64,8.67
0,North Batavia,91.69,1167.29,16.64,7.69,0,13.15,1612.97,595.99,2346.35,8.29,1.5,86.96,5.44,0.31,3.14,0,177.94,276.62,0,0,8.19,0.41,12.45,0.15,9.62,4560.75,10.1,2214.4,28.47,25.88,60.59,7.64,8.67
0,North Batavia,91.44,1167.29,16.63,7.65,0,13.11,1612.03,595.05,2330.17,8.28,1.51,86.95,5.36,0.3,3.14,0,177.94,276.62,0,0,8.18,0.42,12.45,0.15,9.61,4542.6,10.09,2212.43,28.47,25.85,59.98,7.64,8.67
0,North Batavia,91.18,1167.29,16.63,7.61,0,13.08,1611.08,594.11,2314.11,8.27,1.52,86.93,5.28,0.3,3.15,0,177.93,276.62,0,0,8.18,0.42,12.45,0.15,9.6,4524.58,10.09,2210.46,28.46,25.82,59.36,7.64,8.67
0,North Batavia,90.93,1167.29,16.62,7.57,0,13.04,1610.13,593.17,2298.17,8.27,1.52,86.91,5.2,0.29,3.15,0,177.92,276.62,0,0,8.17,0.43,12.44,0.15,9.59,4506.67,10.08,2208.5,28.46,25.79,58.73,7.64,8.67
0,North Batavia,90.68,1167.29,16.61,7.54,0,13.01,1609.18,592.24,2282.34,8.26,1.53,86.88,5.12,0.29,3.16,0,177.91,276.62,0,0,8.17,0.44,12.44,0.15,9.57,4488.88,10.07,2206.54,28.45,25.75,58.09,7.64,8.67
0,North Batavia,90.43,1167.29,16.6,7.5,0,12.97,1608.23,591.3,2266.62,8.25,1.53,86.85,5.05,0.28,3.16,0,177.9,276.62,0,0,8.16,0.44,12.43,0.15,9.56,4471.21,10.06,2204.58,28.45,25.72,57.44,7.64,8.67
0,North Batavia,90.18,1167.29,16.59,7.46,0,12.94,1607.28,590.37,2251.02,8.24,1.54,86.82,4.97,0.28,3.17,0,177.89,276.62,0,0,8.16,0.45,12.43,0.15,9.55,4453.65,10.06,2202.63,28.44,25.69,56.78,7.64,8.67
0,North Batavia,89.93,1167.29,16.58,7.42,0,12.9,1606.34,589.45,2235.53,8.23,1.55,86.78,4.9,0.27,3.17,0,177.88,276.62,0,0,8.15,0.46,12.42,0.15,9.54,4436.21,10.05,2200.68,28.43,25.66,56.1,7.64,8.67
0,North Batavia,89.67,1167.29,16.57,7.38,0,12.87,1605.39,588.53,2220.15,8.22,1.55,86.74,4.82,0.27,3.18,0,177.87,276.62,0,0,8.14,0.46,12.42,0.15,9.53,4418.89,10.04,2198.74,28.42,25.62,55.4,7.64,8.67
0,North Batavia d,89.47,1167.29,16.55,7.15,0,12.76,1601.55,584.97,2177.82,8.18,1.58,85.7,4.54,0.25,3.2,0,177.83,276.62,0,0,8.11,0.04,12.41,0.15,9.45,4368.88,10.02,2191.06,28.31,25.42,51.13,7.64,8.67
0,,89.26,1167.29,16.53,7.46,0,12.7,1601.36,583.52,2143.64,8.18,1.57,86.5,4.48,0.25,3.21,0,177.82,276.62,0,0,8.21,25.12,12.4,0.15,9.46,4333,10,2189.36,28.38,25.46,61.28,7.64,8.67
0,,88.99,1167.29,16.51,7.49,0,12.63,1601.15,582.07,2110,8.18,1.56,87.32,4.43,0.25,3.22,0,177.82,276.62,0,0,8.21,24.64,12.39,0.15,9.48,4297.66,9.99,2187.65,28.46,25.49,61.73,7.64,8.67
0,,88.73,1167.29,16.49,7.52,0,12.57,1600.93,580.64,2076.91,8.18,1.55,88.16,4.37,0.24,3.22,0,177.81,276.62,0,0,8.22,24.15,12.38,0.15,9.49,4262.86,9.97,2185.95,28.53,25.53,62.34,7.64,8.67
0,,88.46,1167.29,16.47,7.55,0,12.51,1600.7,579.22,2044.35,8.18,1.54,89.02,4.31,0.24,3.23,0,177.8,276.62,0,0,8.22,23.67,12.38,0.15,9.5,4228.59,9.96,2184.24,28.61,25.57,63.09,7.64,8.67
0,South Batavia,88.18,1178.16,16.74,7.52,0,13.86,1589.6,608.35,2590.6,7.92,1.47,86.6,4.15,0.23,3.13,0,175.25,280.69,0,0,8.22,41.63,12.57,0.15,9.87,4792.71,9.62,2202.11,28.53,26.55,65.35,7.66,8.67
0,South Batavia,87.91,1178.16,16.73,7.54,0,13.82,1589.87,607.41,2566.85,7.92,1.46,87.09,4.13,0.23,3.14,0,175.25,280.69,0,0,8.22,41.16,12.57,0.14,9.88,4768.26,9.62,2201.41,28.58,26.57,65.78,7.66,8.67
0,South Batavia,87.64,1178.16,16.72,7.56,0,13.78,1590.13,606.48,2543.3,7.92,1.45,87.59,4.11,0.23,3.15,0,175.24,280.69,0,0,8.23,40.66,12.56,0.14,9.89,4744.02,9.61,2200.72,28.62,26.59,66.25,7.66,8.67
0,South Batavia d,87.43,1178.16,16.71,7.57,0,13.76,1590.27,605.97,2530.38,7.93,1.45,87.87,4.1,0.23,3.15,0,175.24,280.69,0,0,8.23,40.36,12.56,0.14,9.89,4730.72,9.6,2200.34,28.65,26.61,66.53,7.66,8.67
0,,87.23,1178.16,16.7,7.59,0,13.72,1590.5,605.1,2508.39,7.93,1.44,88.35,4.08,0.23,3.16,0,175.23,280.69,0,0,8.23,39.89,12.55,0.14,9.9,4708.06,9.6,2199.68,28.69,26.63,67.05,7.66,8.67
0,,86.97,1178.16,16.69,7.61,0,13.69,1590.73,604.23,2486.58,7.93,1.43,88.85,4.06,0.23,3.16,0,175.23,280.69,0,0,8.23,39.43,12.55,0.14,9.91,4685.6,9.59,2199.02,28.74,26.65,67.6,7.66,8.67
0,,86.71,1178.16,16.68,7.63,0,13.65,1590.95,603.36,2464.96,7.94,1.42,89.34,4.04,0.23,3.17,0,175.23,280.69,0,0,8.23,39.01,12.55,0.14,9.92,4663.32,9.58,2198.36,28.78,26.67,68.2,7.66,8.67
0,,86.45,1178.16,16.67,7.65,0,13.61,1591.17,602.51,2443.52,7.94,1.41,89.85,4.02,0.23,3.18,0,175.22,280.69,0,0,8.24,38.53,12.54,0.14,9.92,4641.22,9.57,2197.7,28.83,26.7,68.83,7.66,8.67
0,,86.2,1178.16,16.66,7.68,0,13.57,1591.38,601.66,2422.27,7.94,1.4,90.36,4,0.22,3.18,0,175.22,280.69,0,0,8.24,38.06,12.54,0.14,9.93,4619.31,9.57,2197.04,28.87,26.72,69.49,7.66,8.67
0,,85.94,1178.16,16.65,7.7,0,13.54,1591.58,600.81,2401.2,7.94,1.39,90.88,3.98,0.22,3.19,0,175.21,280.69,0,0,8.24,37.55,12.53,0.14,9.94,4597.57,9.56,2196.38,28.92,26.75,70.19,7.66,8.67
0,,85.68,1178.16,16.64,7.72,0,13.5,1591.78,599.97,2380.31,7.95,1.38,91.4,3.96,0.22,3.19,0,175.21,280.69,0,0,8.24,37.05,12.53,0.14,9.95,4576.02,9.55,2195.71,28.97,26.77,70.92,7.66,8.67
0,,85.42,1178.67,16.65,7.75,0,13.55,1590.62,598.53,2361.84,7.94,1.37,91.79,3.94,0.22,3.19,0,175.09,280.33,0,0,8.25,36.54,12.53,0.14,9.99,4554.93,9.53,2193.09,29.02,26.87,71.52,7.66,8.67
0,North Aurora,85.17,1178.62,16.62,7.71,0,13.51,1588.48,596.85,2342.28,7.92,1.37,91.66,3.9,0.22,3.2,0,175.2,280.16,0,0,8.24,0.28,12.54,0.14,9.97,4531.51,9.51,2189.23,28.98,26.81,70.79,7.67,8.67
0,North Aurora,84.91,1178.62,16.61,7.67,0,13.47,1587.47,595.82,2325.25,7.91,1.38,91.64,3.84,0.21,3.21,0,175.19,280.16,0,0,8.23,0.29,12.54,0.14,9.95,4512.38,9.5,2187.13,28.98,26.78,70.19,7.67,8.67
0,North Aurora,84.66,1178.62,16.6,7.63,0,13.43,1586.47,594.78,2308.34,7.9,1.39,91.61,3.78,0.21,3.21,0,175.18,280.16,0,0,8.23,0.3,12.54,0.14,9.94,4493.38,9.49,2185.03,28.98,26.74,69.53,7.67,8.67
0,North Aurora,84.41,1178.62,16.59,7.58,0,13.39,1585.47,593.75,2291.56,7.89,1.39,91.57,3.72,0.21,3.22,0,175.17,280.16,0,0,8.22,0.31,12.54,0.14,9.93,4474.5,9.49,2182.94,28.97,26.71,68.83,7.67,8.67
0,North Aurora,84.15,1178.62,16.58,7.54,0,13.35,1584.47,592.72,2274.9,7.88,1.4,91.52,3.66,0.2,3.23,0,175.16,280.16,0,0,8.21,0.31,12.53,0.14,9.92,4455.76,9.48,2180.85,28.96,26.67,68.07,7.67,8.67
0,North Aurora,83.9,1178.62,16.57,7.5,0,13.31,1583.47,591.7,2258.37,7.87,1.4,91.46,3.6,0.2,3.23,0,175.15,280.16,0,0,8.21,0.32,12.53,0.14,9.9,4437.14,9.47,2178.77,28.95,26.64,67.25,7.67,8.67
0,North Aurora da,83.7,1178.62,16.53,7.3,0,13.16,1579.28,587.49,2193.18,7.83,1.42,91,3.37,0.19,3.26,0,175.11,280.16,0,0,8.18,0.3,12.51,0.14,9.84,4363.32,9.44,2170.15,28.9,26.47,62.41,7.66,8.67
0,,83.49,1178.62,16.51,7.52,0,13.1,1579.91,585.81,2156.5,7.84,1.4,91.86,3.34,0.19,3.28,0,175.1,280.16,0,0,8.26,44.08,12.47,0.14,9.85,4325.57,9.43,2169.07,28.98,26.5,70.36,7.66,8.67
0,,83.24,1178.62,16.49,7.56,0,13.03,1580.52,584.15,2120.41,7.85,1.38,92.75,3.32,0.18,3.29,0,175.1,280.16,0,0,8.27,43.07,12.46,0.14,9.87,4288.41,9.41,2168,29.06,26.55,70.91,7.66,8.67
0,,82.98,1178.62,16.47,7.6,0,12.96,1581.11,582.52,2084.9,7.85,1.36,93.65,3.29,0.18,3.3,0,175.09,280.16,0,0,8.27,42.03,12.44,0.14,9.88,4251.82,9.4,2166.92,29.14,26.59,71.59,7.66,8.67
0,,82.73,1178.62,16.45,7.65,0,12.9,1581.66,580.91,2049.97,7.86,1.34,94.58,3.26,0.18,3.31,0,175.08,280.16,0,0,8.28,41.14,12.44,0.14,9.9,4215.8,9.39,2165.84,29.22,26.64,72.42,7.66,8.67
0,,82.47,1179.44,16.42,7.7,0,12.87,1578.21,577.84,2010.53,7.85,1.32,95.28,3.23,0.18,3.32,0,174.88,279.43,0,0,8.28,40.08,12.44,0.14,9.92,4169.8,9.35,2159.28,29.27,26.69,72.47,7.66,8.67
0,,82.22,1179.44,16.4,7.75,0,12.8,1578.71,576.28,1976.91,7.85,1.3,96.26,3.2,0.18,3.33,0,174.87,279.43,0,0,8.29,39.03,12.43,0.14,9.94,4135.1,9.33,2158.2,29.36,26.74,73.55,7.66,8.67
0,,81.96,1179.44,16.38,7.8,0,12.74,1579.18,574.75,1943.83,7.86,1.29,97.25,3.18,0.18,3.34,0,174.87,279.43,0,0,8.29,37.94,12.42,0.13,9.96,4100.94,9.32,2157.11,29.45,26.8,74.75,7.65,8.67
0,,81.71,1179.44,16.36,7.86,0,12.68,1579.63,573.24,1911.28,7.86,1.27,98.27,3.15,0.18,3.35,0,174.86,279.43,0,0,8.3,36.87,12.41,0.13,9.98,4067.3,9.31,2156.02,29.54,26.86,76.06,7.65,8.67
0,,81.45,1179.44,16.34,7.92,0,12.62,1580.05,571.75,1879.26,7.87,1.25,99.31,3.13,0.17,3.36,0,174.85,279.43,0,0,8.31,35.88,12.4,0.13,10.01,4034.18,9.3,2154.92,29.64,26.92,77.49,7.65,8.67
